SourceFile,About,AggregationType,AnnotationUsageRights,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,CMMFlags,ColorSpaceData,Comments,Company,Composite,ConnectionSpaceIlluminant,Copyright,CoverDate,CoverDisplayDate,Created,CreateDate,CreationDate,CreationDate--Text,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossmarkMajorVersionDate,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DerivedFromVersionID,Description,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,DOI,Encryption,EndingPage,EPSprocessor,ExifToolVersion,FaceName,FamilyName,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontType,Format,GrammarlyDocumentId,GrayTRC,GreenMatrixColumn,GreenTRC,HasXFA,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,Journal_article_version,Keywords,Language,LastSaved,Library,Linearized,LineCount,Luminance,LXLf8mgiRzeQnt6Gn92MncNNnt7-lt_neGogqOndqLy939zweOo9ePmMaOmdqPnM6Tma,MajorVersionDate,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,ModifyDate,Newlines,Number,OriginalDocumentID,PageCount,PageLayout,PageMode,PageRange,PDFVersion,PostscriptName,PrimaryPlatform,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Session0020Id,Session_Id,SigningAuthority,SigningDate,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartingPage,State,Subject,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,URL,UserAccess,Username,Version,VersionID,VersionString,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,XMPToolkit,XPressPrivate
Morris.EACHTIME.pdf,,,,,,,,,,,,,,,,,,2006:09:02 15:56:12-04:00,,,Adobe Acrobat 7.0,,,,,,,,,,,,,,,,,,.,uuid:018d452e-3abd-11db-838b-0003937e3442,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:01-04:00,2024:04:16 12:58:01-04:00,Morris.EACHTIME.pdf,-rw-r--r--,989 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:15d4acbc-3abd-11db-838b-0003937e3442,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2006:09:02 15:56:12-04:00,,application/pdf,,2006:09:02 15:56:12-04:00,,,,81,,,,1.6,,,PSNormalizer.framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1-701,
mrmyelo.pdf,,,,,Margaret Kowaluk,,,,,,,,,,,,,2011:07:21 18:55:12Z,,,Margaret Kowaluk,Microsoft PowerPoint,,,,,,,,,,,,,,,,,.,uuid:9e3cc349-7d2d-d54a-a8bd-30d62c6575ea,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:33-04:00,2024:04:16 12:57:33-04:00,mrmyelo.pdf,-rw-r--r--,6.5 MB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:6ac69546-b24a-754e-874e-fd498e3c2fc9,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:01:09 13:09:38-05:00,,application/pdf,,2012:01:09 13:09:38-05:00,,,,64,,,,1.6,,,Adobe Mac PDF Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F MYELOGRAM .ppt (Read-Only),,,,"Print, Extract",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
N13.pdf,,,,,,,,,,,,,,,,,,2010:02:22 16:27:14,,,dvips(k) 5.95b Copyright 2005 Radical Eye Software,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:58:05-04:00,2024:04:16 12:58:05-04:00,N13.pdf,-rw-r--r--,48 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2010:02:22 16:27:14,,,,3,,,,1.3,,,GPL Ghostscript 8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotesW9_2.dvi,,,,,,,,,,,,,,,,,
N4.pdf,,,,,,,,,,,,,,,,,,2010:02:22 16:25:33,,,dvips(k) 5.95b Copyright 2005 Radical Eye Software,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:57:51-04:00,2024:04:16 12:57:51-04:00,N4.pdf,-rw-r--r--,103 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2010:02:22 16:25:33,,,,10,,,,1.3,,,GPL Ghostscript 8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotesW3_1.dvi,,,,,,,,,,,,,,,,,
new_Understanding_K_Awards.pdf,,,,,"Kavanaugh, Brenda (ORPA)",,,,,,URMC,,,,,,,2024:01:16 06:25:29-05:00,,,"Kavanaugh, Brenda (ORPA)",Acrobat PDFMaker 17 for Word,,,,,,,,,,,,,,,,,.,uuid:f9702140-8e11-4a28-98f6-9edbf7be2b53,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:58:08-04:00,2024:04:16 12:58:08-04:00,new_Understanding_K_Awards.pdf,-rw-r--r--,348 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:19e52b8e-cfe9-4968-a54a-b1149f2717d3,,,,EN-US,,,Yes,,,,,,,,,,,,,,,,,,,2024:01:16 06:25:30-05:00,,application/pdf,,2024:01:16 06:25:30-05:00,,,,3,OneColumn,,,1.6,,,Adobe PDF Library 17.11.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20240112210600,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
NotesChapter09.pdf,,,,,Frank Wolfs,,,,,,,,,,,,,2010:03:30 14:31:28Z,,,Microsoft Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:58:10-04:00,2024:04:16 12:58:10-04:00,NotesChapter09.pdf,-rw-r--r--,1412 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2010:03:30 14:31:28Z,,,,14,,,,1.4,,,Mac OS X 10.6.2 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapter09v6,,,,,,,,,,,,,,,,,
nursing_cover_letter.pdf,,,,,"Hill, Tara",,,"Not Embedded, Independent",GRAY,,,,0.9642 1 0.82491,,,,,2017:11:16 14:30:24-05:00,,,"Hill, Tara",Acrobat PDFMaker 11 for Word,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,uuid:dc05d652-ef14-448c-b6f6-891ac293d393,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:57:29-04:00,2024:04:16 12:57:29-04:00,nursing_cover_letter.pdf,-rw-r--r--,113 kB,PDF,pdf,,application/pdf,,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,,,,,uuid:4a5d9708-85c4-437f-9488-675c915feea8,,,,EN-US,,,Yes,,,,,,,,,,,,,,,,,0 0 0,0.9505 1 1.0891,2017:11:16 14:30:25-05:00,,application/pdf,,2017:11:16 14:30:25-05:00,,,,2,OneColumn,,,1.5,,Apple Computer Inc.,Adobe PDF Library 11.0,,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright 1999 Adobe Systems Incorporated,Adobe Systems Inc.,1999:06:03 00:00:00,Gray Gamma 2.2,acsp,0,2.1.0,,,,,,,Perceptual,,,,,,,,,,,,,,,D:20171116193020,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c006 80.159825, 2016/09/16-03:31:08        ",
orgchart.pdf,,,,,aharissi,,,,,,,,,,,,,2017:03:03 15:31:07-05:00,,,aharissi,Adobe Acrobat Pro 11.0.19,,,,,,,,,,,,,,,,,.,uuid:6cb2436a-df9c-4e5a-94f1-9074f7e79762,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:57:14-04:00,2024:04:16 12:57:14-04:00,orgchart.pdf,-rw-r--r--,21 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:be26de1a-d3f8-4d4b-b8d1-03aeace7782a,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2017:03:06 15:46:43-05:00,,application/pdf,,2017:03:06 15:46:43-05:00,,,,1,,,,1.6,,,Adobe Acrobat Pro 11.0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 4.2.1-c041 52.342996, 2008/05/07-20:48:00        ",
PAMQtate.pdf,,,,,,,,,,,,,,,,,,2009:05:08 07:49:05+00:00,,," TeX output 2009.05.08:0749",,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:57:41-04:00,2024:04:16 12:57:41-04:00,PAMQtate.pdf,-rw-r--r--,235 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,20,,,,1.4,,,"DVIPDFMx (20031116), Copyright © 2002 by Jin-Hwan Cho and Shunsaku Hirata, Copyright © 1998, 1999 by Mark A. Wicks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paragangliomas_000.pdf,,,,,Margaret Kowaluk,,,,,,,,,,,,,2011:07:20 16:00:16Z,,,Margaret Kowaluk,Microsoft PowerPoint,,,,,,,,,,,,,,,,,.,uuid:3b7e0209-3779-7f4a-acf2-477d3794d13f,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:27-04:00,2024:04:16 12:57:35-04:00,2024:04:16 12:57:35-04:00,paragangliomas_000.pdf,-rw-r--r--,4.2 MB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:d4e238a2-053e-a044-a5fe-1034a90d27e9,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:01:09 14:05:01-05:00,,application/pdf,,2012:01:09 14:05:01-05:00,,,,25,,,,1.6,,,Adobe Mac PDF Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee_Paragangliomas.ppt,,,,"Print, Extract",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
particle_chart.pdf,,,,,,,,,,,,,,,,,," Wednesday, November 14, 20013:52:05 PM ",,,Adobe Photoshop 5.5,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 12:58:29-04:00,2024:04:16 12:58:10-04:00,2024:04:16 12:58:10-04:00,particle_chart.pdf,-rw-r--r--,2.1 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,1,,,,1.2,,,Adobe Photoshop for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrabhatPrimoRiskyBusiness.pdf,,,,,,,,,,,,,,,,,,2019:04:04 19:13:31+05:30,,,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,,,,,,,,,,,,,,,,,.,uuid:c1ba4fb4-4f3c-4be9-8b28-80a5061c02cd,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:58:09-04:00,2024:04:16 12:58:09-04:00,PrabhatPrimoRiskyBusiness.pdf,-rw-r--r--,298 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:ab8f4cee-7798-433c-b936-5ff96bc70e11,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,2019:04:04 19:13:31+05:30,,,,35,,,,1.3,,,Acrobat Distiller 8.1.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1469356918000241jra 205..239,,,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c320 44.284297, Sun Apr 15 2007 17:19:00",
prop_FA_FB_RateAgreement.pdf,,,,,,,,,,,,,,,,,,2023:07:11 14:44:13-04:00,,,PFU ScanSnap Manager 6.5.61 #iX500,PFU ScanSnap Manager 6.5.61 #iX500,,,,,,,,,,,,,,,,,.,uuid:1244b87d-a33c-473c-a853-aab1fe4cae05,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:58:04-04:00,2024:04:16 12:58:04-04:00,prop_FA_FB_RateAgreement.pdf,-rw-r--r--,409 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:2fc0b8a2-9921-4f27-8581-5f2224e391f1,,,,,,,No,,,,,,,,,,,,,,,,,,,2023:07:11 14:44:13-04:00,,application/pdf,,2023:07:11 14:44:13-04:00,,,,6,,,,1.3,,,PFU PDF Library 1.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XMP Core 5.5.0,
PRS_Users_Guide.pdf,,,,,susan liberty,,,,,,,,,,,,,2006:04:03 16:59:42-07:00,2006:04:03 23:59:42Z,,susan liberty,,,,,,,,,,,Chap 1,,,,,,,.,,,Standard V1.2 (40-bit),,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:43-04:00,2024:04:16 12:57:43-04:00,PRS_Users_Guide.pdf,-rw-r--r--,8.1 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2006:04:03 23:59:42Z,,application/pdf,2006:04:03 23:59:42Z,2006:04:03 17:00:58-07:00,,,,170,,,,1.3,,,Acrobat Distiller 5.0.5 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chap 1,,,,,,,Chap 1,,,,"Print, Modify, Copy, Annotate, Fill forms, Extract, Assemble, Print high-res",,,,,,,,,,,,,
QDoVI.pdf,,,,,,,,,,,,,,,,,,10/30/2014 5:08:16 PM,,,dvips(k) 5.86d Copyright 1999 Radical Eye Software,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:58:06-04:00,2024:04:16 12:58:06-04:00,QDoVI.pdf,-rw-r--r--,270 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2014:10:30 17:08:19,,,,37,,,,1.3,,,PCTeX 6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDoVI_141030.DVI,,,,,,,,,,,,,,,,,
rcer_467.pdf,,,,,,,,,,,,,,,,,,1999:10:26 11:19:32,,,Windows NT 4.0,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:27-04:00,2024:04:16 12:57:27-04:00,rcer_467.pdf,-rw-r--r--,1522 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2000:01:31 17:50:41,,,,101,,,,1.2,,,Acrobat Distiller 3.01 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rbc2000.dvi,,,,,,,,,,,,,,,,,
rcer_502.pdf,,,,,jkim1,,,,,,,,,,,,,2003:10:23 21:34:03Z,2003:10:23 21:34:03Z,,jkim1,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:18-04:00,2024:04:16 12:57:18-04:00,rcer_502.pdf,-rw-r--r--,319 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2003:11:03 13:38:48-08:00,,application/pdf,2003:11:03 13:38:48-08:00,2003:11:03 13:38:48-08:00,,,,38,,,,1.4,,,Acrobat Distiller 5.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secm(final)1.dvi,,,,,,,,,,,,,,,,,
rcer_503.pdf,,,,,Jeremy Greenwood,,,,,,,,,,,,,2003:11:21 14:27:37Z,2003:11:21 14:27:37Z,,Jeremy Greenwood,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:22-04:00,2024:04:16 12:57:22-04:00,rcer_503.pdf,-rw-r--r--,507 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2003:12:01 11:51:36-08:00,,application/pdf,2003:12:01 11:51:36-08:00,2003:12:01 11:51:36-08:00,,,,46,,,,1.4,,,Acrobat Distiller 5.0.5 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engines.dvi,,,,,,,,,,,,,,,,,
rcer_541.pdf,,,,,,,,,,,,,,,,,,2008:09:25 20:07:03Z,,," TeX output 2008.09.25:2006"," TeX output 2008.09.25:2006",,,,,,,,,,,,,,,,,.,uuid:d3c113ac-9fd6-b348-84ac-d0af9b3c4ba5,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,rcer_541.pdf,-rw-r--r--,339 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:83348b3f-dca1-664f-a592-e4b9b00fd691,,,,,,,No,,,,,,,,,,,,,,,,,,,2008:10:01 20:42:31-04:00,,application/pdf,,2008:10:01 20:42:31-04:00,,,,23,,,,1.6,,,"dvipdfm 0.13.2d, Copyright © 1998, by Mark A. Wicks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:08:23",
rcer_590.pdf,,,,,,,,,,,,,,,,,,2015:02:16 14:42:48-05:00,,,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,.,uuid:1617e210-5fc9-4114-ae05-eb9abf9229dd,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,rcer_590.pdf,-rw-r--r--,450 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:9ecad7fc-7c66-40fd-a939-ea1d18306c39,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2015:03:16 16:14:22-07:00,,application/pdf,,2015:03:16 16:14:22-07:00,,,,45,,UseOutlines,,1.6,,,pdfTeX-1.40.14,,,,,,,,,,,,"This is pdfTeX, Version 3.1415926-2.5-1.40.14 (TeX Live 2013/W32TeX) kpathsea version 6.1.1","This is pdfTeX, Version 3.1415926-2.5-1.40.14 (TeX Live 2013/W32TeX) kpathsea version 6.1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
rcer_608.pdf,,,,,"Jeremy Greenwood , University of Pennsylvania, ; Nezih Guner , UAB, ICREA, BSE, ; Ricardo Marto , University of Pennsylvania",,,,,,,,,,,,,2021:11:09 09:32:14-05:00,,,"Jeremy Greenwood , University of Pennsylvania, ; Nezih Guner , UAB, ICREA, BSE, ; Ricardo Marto , University of Pennsylvania",LaTeX with hyperref,,,,,,,,,,,,,,,,,.,uuid:4214c132-eadd-904e-838d-52fbdc43f391,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:26-04:00,2024:04:16 12:57:26-04:00,rcer_608.pdf,-rw-r--r--,1380 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:c947aea9-1349-a342-b870-ac8f049fed76,,,,en,,,No,,,,,,,,,,,,,,,,,,,2021:11:10 09:19:14-05:00,,application/pdf,,2021:11:10 09:19:14-05:00,,,,67,,UseOutlines,,1.7,,,pdfTeX-1.40.21,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.21 (TeX Live 2020/W32TeX) kpathsea version 6.3.2","This is pdfTeX, Version 3.14159265-2.6-1.40.21 (TeX Live 2020/W32TeX) kpathsea version 6.3.2",,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,The Great Transition: Kuznets Facts for Family-Economists,,False,,,,,,,,,,,,,,"Adobe XMP Core 7.0-c000 79.1357c9e, 2021/07/14-00:39:56        ",
rcer_609.pdf,,,,,"Jeremy Greenwood, Pengfei Han, and Juan M. Sanchez",,,,,,,,,,,,,2021:11:16 16:04:12-05:00,,,"Jeremy Greenwood, Pengfei Han, and Juan M. Sanchez",TeX,,,,,,,,,,,,,,,,,.,uuid:55401191-9a64-c84e-8374-f978423f4000,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:18-04:00,2024:04:16 12:57:18-04:00,rcer_609.pdf,-rw-r--r--,1537 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:ab20c9aa-15e8-b647-afc5-4955b7644dc2,,,,en,,,No,,,,,,,,,,,,,,,,,,,2021:11:17 13:59-05:00,,application/pdf,,2021:11:17 13:59-05:00,,,,71,,,,1.7,,,pdfTeX-1.40.3,,,,,,,,,,,,"This is pdfTeX, Version 3.141592-1.40.3-2.2 (Web2C 7.5.6) kpathsea version 3.5.6","This is pdfTeX, Version 3.141592-1.40.3-2.2 (Web2C 7.5.6) kpathsea version 3.5.6",,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Financing Ventures,,False,,,,,,,,,,,,,,"Adobe XMP Core 7.0-c000 79.1357c9e, 2021/07/14-00:39:56        ",
rcer_79.pdf,,,,,,,,,,,,,,,,,,2011:02:18 22:42:02-05:00,,,pdftk 1.44 - www.pdftk.com,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:29-04:00,2024:04:16 12:57:29-04:00,rcer_79.pdf,-rw-r--r--,2.2 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2011:02:18 22:42:02-05:00,,,,65,,,,1.4,,,itext-paulo-155 (itextpdf.sf.net-lowagie.com),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reading2.pdf,,,,,,,,,,,,,,,,,,2008:01:15 16:41:56-05:00,,,Adobe Acrobat 7.08,Adobe Acrobat 7.08,,,,,,,,,,,,,,,,,.,uuid:7a34d835-fbf5-4237-a5f2-c84848c5718e,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:58:09-04:00,2024:04:16 12:58:09-04:00,reading2.pdf,-rw-r--r--,6.1 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:822d9dac-d8c7-4806-a363-240589632962,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2008:01:29 14:36:37-05:00,,application/pdf,,2008:01:29 14:36:37-05:00,,,,8,,,,1.6,,,Adobe Acrobat 7.08 Image Conversion Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1-702,
representation.pdf,,,,,,,,,,,,,,,,,,2024:03:15 18:15:10-04:00,,,LaTeX with hyperref,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:58:07-04:00,2024:04:16 12:58:07-04:00,representation.pdf,-rw-r--r--,4.0 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2024:03:15 18:15:10-04:00,,,,66,,UseOutlines,,1.5,,,pdfTeX-1.40.21,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.21 (TeX Live 2020) kpathsea version 6.3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
ReviewExam1.pdf,,,,,,,,,,,,,,,,,,2021:09:22 10:48:32Z,,,PowerPoint,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:41-04:00,2024:04:16 12:57:41-04:00,ReviewExam1.pdf,-rw-r--r--,2.0 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2021:09:22 10:48:32Z,,,,32,,,,1.4,,,macOS Version 10.14.6 (Build 18G9028) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ReviewExam1,,,,,,,,,,,,,,,,,
RichTSTb.pdf,,,,,limbs,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2012:04:03 08:41:58+08:00,,,limbs,PScript5.dll Version 5.2.2,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,uuid:cef763a9-f6c9-4c2a-b96a-c7c329788916,,,,,12.70,,,2024:04:16 13:07:28-04:00,2024:04:16 12:57:19-04:00,2024:04:16 12:57:19-04:00,RichTSTb.pdf,-rw-r--r--,396 kB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:9c86ebce-2d07-4f86-ae04-a617ea90fb9f,,,,,,,Yes,,76.03647 80 87.12462,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2012:04:03 15:16:01-04:00,,application/pdf,,2012:04:03 15:16:01-04:00,,,,4,,,,1.7,,Microsoft Corporation,Adobe Acrobat 8.0,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,p1,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        ",
